red jalapenos,red jalapenos,red endive,"Red endive, peeled, at processing",0.72145563
containing cereals,containing cereals,mix of cereals and legumes,"Mix of cereals and legumes, raw, at plant",0.69118184
sunflower oil safflower oil,sunflower oil safflower oil,sunflower oil,"Sunflower oil, at plant",0.970165
almond-with-skin,almond-with-skin,almond,"Almond, unshelled, at processing",0.70274854
unfiltered apple cider vinegar,unfiltered apple cider vinegar,apple juice,"Apple juice, industrial production, at plant, NFC, 1L",0.7571892
sodium hyaluronate,sodium hyaluronate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.81772757
bechamel-sauce,bechamel-sauce,soy sauce,"Soy sauce, prepacked, at plant",0.7917827
partially hydrolyzed milk protein isolate,partially hydrolyzed milk protein isolate,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.7268289
socker,socker,pine nut,"Pine nut, unshelled, at processing",0.2911226
soy-bran,soy-bran,wheat bran,"Wheat bran, at industrial mill",0.8276547
fructan,fructan,fructose,"Fructose, production, at plant",0.5413017
acerola cherry extract,acerola cherry extract,cherry juice,"Cherry juice, pure juice, consumption mix",0.7628716
prefried in vegetable oil,prefried in vegetable oil,combined oil mix of olive oil and seeds oil,"Combined oil (mix of olive oil and seeds oil), at plant",0.7350722
cheddar cheese flavor,cheddar cheese flavor,cheddar cheese,"Cheddar cheese, from cow's milk, at plant",0.92367625
horseradish roots,horseradish roots,sugar beet roots,"Sugar beet roots, conventional, national average, animal feed, at farm gate, production",0.69900846
cheddar colby cheese,cheddar colby cheese,cheddar cheese,"Cheddar cheese, from cow's milk, at plant",0.9461305
batavia,batavia,grapefruit inc pomelos,"Grapefruit (inc. pomelos), peeled, at processing",0.29162693
enzyme modified egg yolks,enzyme modified egg yolks,egg yolk,"Egg yolk, raw, at plant",0.7924212
stoneground corn masa flour,stoneground corn masa flour,maize flour,"Maize flour, at industrial mill",0.8273767
sulfur dioxide added for color retention,sulfur dioxide added for color retention,sulfur dioxide,"Sulfur dioxide, liquid {RER}| market for | Cut-off, S - Copied from Ecoinvent",0.7073498
yucca extract,yucca extract,sugar beet roots,"Sugar beet roots, conventional, national average, animal feed, at farm gate, production",0.5253664
natural-coconut-water,natural-coconut-water,coconut water,"Coconut water, processed, unbottled, at processing",0.9067233
agar gum,agar gum,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.72822994
duck-gizzard,duck-gizzard,chicken egg,"Chicken egg, raw, without shell, at plant",0.61666113
acesulfame,acesulfame,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.5137237
whitefish,whitefish,salmon,"Salmon, fillet, raw, at processing",0.626014
sali,sali,nuoc mam sauce or fish sauce,"Nuoc mam sauce or fish sauce, prepacked, at plant",0.36404258
calcium sodium caseinate,calcium sodium caseinate,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8370536
derived from corn,derived from corn,extraction of sugar from sugarcane,"Extraction of sugar from sugarcane, processing",0.6803767
natural-poultry-flavouring,natural-poultry-flavouring,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.6441015
organic-sunflower-oil,organic-sunflower-oil,sunflower oil,"Sunflower oil, at plant",0.9033126
may natural smoke flavoring,may natural smoke flavoring,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.62771744
low-moisture-whole-milk-mozzarella,low-moisture-whole-milk-mozzarella,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.7726869
sunflower seed,sunflower seed,sesame seed,"Sesame seed, consumption mix",0.8606235
chicken thigh meat,chicken thigh meat,meat,"Meat, pork, without bone",0.82735664
penicillium roquefortii,penicillium roquefortii,roquefort cheese,"Roquefort cheese, from ewe's milk, at plant",0.54149866
natural-fish-flavouring,natural-fish-flavouring,fish oil,"Fish oil, from anchovy {GLO}| market for fish oil, from anchovy | Cut-off, S - Copied from Ecoinvent",0.69346565
prepared red beans,prepared red beans,red kidney bean,"Red kidney bean, consumption mix",0.73338807
glutamato monosodico,glutamato monosodico,sulphiting,"Sulphiting, from white wine, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of white wine (POUi)",0.548055
cultured rice flour,cultured rice flour,rice flour,"Rice flour, at industrial mill",0.89390045
salt spices,salt spices,salt,Salt,0.8471877
soy crisps,soy crisps,soy sauce,"Soy sauce, prepacked, at plant",0.77366656
milk calcium,milk calcium,milk,"Milk, whole, pasteurised, at plant",0.8469376
romano cheese from cow's milk,romano cheese from cow's milk,cow milk,"Cow milk, national average, at farm gate",0.8093594
milled chia seed,milled chia seed,sesame seed,"Sesame seed, consumption mix",0.7577279
native corn starch,native corn starch,maize starch,"Maize starch, at farm gate",0.8303408
wrapper,wrapper,packaging,"Packaging, of frozen ground beef, industrial production, French production mix, at plant, 1 kg of frozen ground beef (POUi)",0.4776706
yogurt culture,yogurt culture,yogurt,"Yogurt, from cow milk {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.79652035
hydrochloride,hydrochloride,potassium bitartrate,"Potassium bitartrate, at plant",0.5645656
dry mustard,dry mustard,mustard,"Mustard, at plant",0.7819877
black turtle beans,black turtle beans,red kidney bean,"Red kidney bean, consumption mix",0.73273915
artificial chicken flavor,artificial chicken flavor,chicken egg,"Chicken egg, raw, without shell, at plant",0.6712009
partially hydrogenated palm,partially hydrogenated palm,palm oil,"Palm oil, refined, consumption mix",0.62105805
agave-fibre,agave-fibre,agave tequilana,"Agave tequilana, at farm",0.7158227
small white beans,small white beans,white cabbage,"White cabbage, peeled, at processing",0.7241953
polysorbate,polysorbate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.46274364
thiamine chloride hydrochloride,thiamine chloride hydrochloride,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.79935
glace-cherry,glace-cherry,cherry juice,"Cherry juice, pure juice, consumption mix",0.7043351
vermouth,vermouth,tarragon,"Tarragon, peeled, at processing",0.5738994
flower extract,flower extract,poppy seed,"Poppy seed, consumption mix",0.5600081
caprylic triglycerides,caprylic triglycerides,peracetic acid,"Peracetic acid, at plant",0.5361535
wheatgrass,wheatgrass,beetroot juice,"Beetroot juice, pure juice, consumption mix",0.5269916
whole grain parboiled brown rice,whole grain parboiled brown rice,dried maize grain,"Dried maize grain, at farm gate",0.7753465
guanylate,guanylate,glutamate,Glutamate,0.5118065
isopropyl myristate,isopropyl myristate,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5444016
hydrogenated rapeseed cottonseed oils,hydrogenated rapeseed cottonseed oils,cottonseed oil,"Cottonseed oil, crude {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.8443261
roasted-coffee-beans,roasted-coffee-beans,cocoa beans,"Cocoa beans, sun-dried, production mix, at farm (adapted from WFLDB)",0.8352915
natural-bitter-orange-flavouring,natural-bitter-orange-flavouring,orange,"Orange, peeled, at processing",0.6637717
added as a flow agent,added as a flow agent,activated bentonite glo market for cut off,"Activated bentonite {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5231498
sprinkles,sprinkles,oatmeal flakes,"Oatmeal flakes, at plant",0.4599837
cultured whey protein concentrate,cultured whey protein concentrate,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.7026954
fruit-puree,fruit-puree,mango puree,"Mango puree, reconstituted from a concentrate, at plant",0.87560225
modified gum acacia,modified gum acacia,guar gum,"Guar gum, at plant (adapted from WFLDB)",0.71839887
gomme de caroube,gomme de caroube,dummy foie gras,"[Dummy] Foie gras, duck's liver, whole, cooked, at plant",0.46343854
organic-cocoa-paste,organic-cocoa-paste,cocoa butter,"Cocoa butter, at plant (adapted from WFLDB)",0.722577
purple carrot juice,purple carrot juice,carrot juice,"Carrot juice, pure juice, consumption mix",0.91539085
cooked in pork fat beef fat vegetable oil,cooked in pork fat beef fat vegetable oil,pork fat,"Pork fat, raw,at plant",0.8713182
meringue,meringue,frozen raspberry puree,"Frozen raspberry puree, consumption mix",0.5246256
coconut vinegar,coconut vinegar,coconut,"Coconut, consumption mix",0.8347173
breadcrumb coating,breadcrumb coating,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.575798
colored with extractives of turmeric annatto seed,colored with extractives of turmeric annatto seed,combined oil mix of olive oil and seeds oil,"Combined oil (mix of olive oil and seeds oil), at plant",0.6952771
ingredient not in regular mozzarella cheese,ingredient not in regular mozzarella cheese,cheese sauce for risotto or pasta,"Cheese sauce for risotto or pasta, prepacked, at plant",0.7386296
summer-cep,summer-cep,autumn irrigated leek,"Autumn irrigated leek, conventional, at farm gate",0.545414
brilliant blue,brilliant blue,orange,"Orange, peeled, at processing",0.57545674
pepita seeds,pepita seeds,sesame seed,"Sesame seed, consumption mix",0.7614839
pepperoni seasoned pork,pepperoni seasoned pork,pork ham,"Pork ham, raw, at plant",0.77954817
giant-tiger-prawn,giant-tiger-prawn,shrimp,"Shrimp, fillet, raw, frozen at processing",0.62568766
natural spearmint oil,natural spearmint oil,mineral oil,"Mineral oil, at plant",0.7804874
dehydrated-seaweed,dehydrated-seaweed,coconut water,"Coconut water, processed, unbottled, at processing",0.5962535
carbonate de calcium,carbonate de calcium,calcium chloride rer soda production,"Calcium chloride {RER}| soda production, solvay process | Cut-off, S - Copied from Ecoinvent",0.71913075
mushroom-flavouring,mushroom-flavouring,mushroom,"Mushroom, peeled, at processing",0.78996855
cheese seasoning,cheese seasoning,parmesan cheese,"Parmesan cheese, from cow's milk, at plant",0.80617607
potassium sorbate citric acid added as preservatives,potassium sorbate citric acid added as preservatives,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.7128333
double-cream,double-cream,cream,"Cream, light, 4 to 8% fat, liquid or thick, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.7760973
fungal enzymes,fungal enzymes,lactic bacteria production,"Lactic bacteria production, at plant",0.639635
raw pepitas,raw pepitas,walnuts,"Walnuts, unshelled, at processing",0.59396577
cayenne red pepper,cayenne red pepper,pepper,"Pepper, green, peeled, at processing",0.83676475
cracked whole wheat,cracked whole wheat,whole milk,"Whole milk, pasteurisation, from raw milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.68715906
dehydrated-sourdough,dehydrated-sourdough,yeast,"Yeast, at plant",0.5800788
dmdm hydantoin,dmdm hydantoin,dicalcium phosphate,"Dicalcium phosphate, processing",0.3491362
cress,cress,garden cress,"Garden cress, peeled, at processing",0.83383423
prepared cannellini beans,prepared cannellini beans,haricot bean,"Haricot bean, consumption mix",0.6999966
chili paste,chili paste,tomato paste,"Tomato paste, 30 degrees Brix, at plant (adapted from WFLDB)",0.82442147
concentrated-orange-extract,concentrated-orange-extract,frozen concentrated orange juice,"Frozen concentrated orange juice, consumption mix",0.81879455
chipotle chili powder,chipotle chili powder,chili,"Chili, peeled, at processing",0.8670815
teriyaki-sauce,teriyaki-sauce,soy sauce,"Soy sauce, prepacked, at plant",0.84185827
egg-derivatives,egg-derivatives,egg yolk,"Egg yolk, raw, at plant",0.6939953
propanediol,propanediol,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5203477
calcium propionate,calcium propionate,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.7121453
hemp-seed-oil,hemp-seed-oil,sunflower oil,"Sunflower oil, at plant",0.81453055
super sweet corn,super sweet corn,sweet potato,"Sweet potato, consumption mix",0.7940507
grade a skim milk,grade a skim milk,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.7538875
stone ground blue corn,stone ground blue corn,ground beef,"Ground beef, fresh, for processing",0.65036976
roast-chicken,roast-chicken,chicken egg,"Chicken egg, raw, without shell, at plant",0.75813437
beet juice color,beet juice color,orange juice,"Orange juice, reconstituted from a concentrate, at plant",0.827121
liquorice-powder,liquorice-powder,cocoa powder,"Cocoa powder, at plant",0.79425246
e285,e285,enzym addition,"Enzym addition, from grape, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 kg of grape (POUi)",0.2089829
com starch,com starch,potato starch,"Potato starch, at farm gate",0.64994794
rye-grains,rye-grains,rye flour,"Rye flour, at industrial mill",0.8355243
only carbonated water,only carbonated water,water,"Water, deionised {Europe without Switzerland}| market for water, deionised | Cut-off, S - Copied from Ecoinvent",0.74757844
concentrated-white-grape-juice,concentrated-white-grape-juice,frozen concentrated orange juice,"Frozen concentrated orange juice, consumption mix",0.84357715
grapefruit-pulp,grapefruit-pulp,grapefruit juice,"Grapefruit juice, pure juice, consumption mix",0.802013
plant sources,plant sources,wastewater from maize starch production glo market for cut off,"Wastewater from maize starch production {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.49496037
live active yogurt cultures,live active yogurt cultures,yogurt,"Yogurt, from cow milk {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.6368874
may smoke flavoring,may smoke flavoring,soy drink,"Soy drink, plain, at plant",0.4829851
nonfat buttermilk,nonfat buttermilk,yogurt,"Yogurt, from cow milk {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.69244283
lukuma-powder,lukuma-powder,cocoa powder,"Cocoa powder, at plant",0.6653726
animal-protein,animal-protein,soy protein,"Soy protein, textured, dehydrated, from soy flour, at plant",0.74754125
mesquite powder,mesquite powder,cocoa powder,"Cocoa powder, at plant",0.75607634
mint-oil,mint-oil,mint,"Mint, peeled, at processing",0.784533
peanuts roasted in peanut cottonseed sunflower seed canola oil,peanuts roasted in peanut cottonseed sunflower seed canola oil,sunflower oil,"Sunflower oil, at plant",0.84000736
rasped coconut,rasped coconut,coconut,"Coconut, consumption mix",0.75106025
breader,breader,chicken egg,"Chicken egg, raw, without shell, at plant",0.47843286
penicillium-candidum,penicillium-candidum,tomme cheese,"Tomme cheese, from cow's milk, at plant",0.5483929
enriched macaroni product,enriched macaroni product,waste polyethylene polypropylene product row market for waste polyethylene polypropylene product cut off,"Waste polyethylene/polypropylene product {RoW}| market for waste polyethylene/polypropylene product | Cut-off, S - Copied from Ecoinvent",0.54916507
canola safflower palm oil,canola safflower palm oil,palm oil,"Palm oil, refined, consumption mix",0.87587374
whey-permeate-powder,whey-permeate-powder,whey powder production,"Whey powder production, processing",0.8186422
cellulose,cellulose,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.88341904
modified corn tapioca starch,modified corn tapioca starch,maize starch,"Maize starch, at farm gate",0.831776
spirulina extract color,spirulina extract color,orange juice,"Orange juice, reconstituted from a concentrate, at plant",0.5581185
wheat-bulgur,wheat-bulgur,durum wheat grain,"Durum wheat grain, at farm (adapted from WFLDB)",0.839577
wheat-cakes,wheat-cakes,wheat flour,"Wheat flour, at industrial mill",0.7955708
gomme de cellulose,gomme de cellulose,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.6041803
yeast extract,yeast extract,yeast,"Yeast, at plant",0.78306377
artificial flavors,artificial flavors,frozen raspberry puree,"Frozen raspberry puree, consumption mix",0.46715155
flaxmeal,flaxmeal,oat flour,"Oat flour, at industrial mill",0.60263604
cultured pasteurized cow's milk,cultured pasteurized cow's milk,cow milk,"Cow milk, national average, at farm gate",0.81541187
confectionary coating,confectionary coating,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.6311482
ultra-filtered nonfat milk,ultra-filtered nonfat milk,milk,"Milk, whole, pasteurised, at plant",0.70354044
evaporated apples,evaporated apples,water evaporated,"Water evaporated, Drying process, Vacuum rotary, 1 kg water",0.6775135
carrot stock,carrot stock,carrot,"Carrot, peeled, at processing",0.7451903
onion salt,onion salt,salt,Salt,0.8230717
cultured pasteurized grade a cream,cultured pasteurized grade a cream,fresh cream cheese,"Fresh cream cheese, plain, around 3% fat, at plant",0.65018636
non gmo glucose,non gmo glucose,glucose glo glucose production cut off,"Glucose {GLO}| glucose production | Cut-off, S - Copied from Ecoinvent",0.59265244
vitamin a palmitate,vitamin a palmitate,calcium chloride rer soda production,"Calcium chloride {RER}| soda production, solvay process | Cut-off, S - Copied from Ecoinvent",0.49929914
modified palm,modified palm,palm oil,"Palm oil, refined, consumption mix",0.6104811
cebolla en polvo,cebolla en polvo,nuoc mam sauce or fish sauce,"Nuoc mam sauce or fish sauce, prepacked, at plant",0.44135767
rocou,rocou,raticide,"Raticide, at plant",0.39621207
oleic sunflower oil,oleic sunflower oil,sunflower oil,"Sunflower oil, at plant",0.93177176
methyl paraben,methyl paraben,sodium hydroxide,"Sodium hydroxide, without water, in 50% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.52380216
mango chunks,mango chunks,mango puree,"Mango puree, reconstituted from a concentrate, at plant",0.770048
certified confectioners glaze,certified confectioners glaze,glazing,"Glazing, double, U<1.1 W/m2K {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.4730901
gelatinized yellow corn flour,gelatinized yellow corn flour,maize flour,"Maize flour, at industrial mill",0.8056303
sweet-and-sour-sauce,sweet-and-sour-sauce,sweet potato,"Sweet potato, consumption mix",0.7245976
carrot-juice-powder,carrot-juice-powder,carrot juice,"Carrot juice, pure juice, consumption mix",0.9048216
colby cheese,colby cheese,cheddar cheese,"Cheddar cheese, from cow's milk, at plant",0.8699975
cultured whey nonfat milk,cultured whey nonfat milk,milk,"Milk, whole, pasteurised, at plant",0.7797195
e963,e963,escaroles,"Escaroles, peeled, at processing",0.2450407
milk-flavouring,milk-flavouring,milk,"Milk, whole, pasteurised, at plant",0.8077967
sodium bicarbonate,sodium bicarbonate,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.8751683
natural pineapple flavor,natural pineapple flavor,pineapple,"Pineapple, peeled, at processing",0.72231597
natural lemon oil,natural lemon oil,coconut oil,"Coconut oil, refined {PH}| coconut oil refinery operation | Cut-off, U - Adapted from Ecoinvent",0.7835953
corn canola sunflower,corn canola sunflower,sunflower grain,"Sunflower grain, conventional, national average, animal feed, at storage agency/ UA U",0.82613
aromen,aromen,piquette extraction,"Piquette extraction, grape pomace silaged, 3 to 8 %vol, water scattering, French production mix, at plant, 1 L piquette (POUi)",0.355188
cooking rice wine,cooking rice wine,cooking,"Cooking, industrial, 1kg of cooked product/ FR U",0.7543627
tart cherry juice,tart cherry juice,cherry juice,"Cherry juice, pure juice, consumption mix",0.9329258
unmodified potato starch,unmodified potato starch,potato starch,"Potato starch, at farm gate",0.8987983
barley malt flavouring,barley malt flavouring,rye flour,"Rye flour, at industrial mill",0.6555735
propylene glycol esters,propylene glycol esters,polyethylene,"Polyethylene, high density, granulate {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.630391
gooseberry,gooseberry,currant,"Currant, peeled, at processing",0.6215748
part skim cow's milk,part skim cow's milk,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.8281324
benzoate de sodium,benzoate de sodium,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7681606
semisoft cheese,semisoft cheese,cheese,"Cheese, buche, from goat's milk, at plant",0.8830121
ghost pepper,ghost pepper,pepper,"Pepper, green, peeled, at processing",0.78623104
crystal clear carbonated water,crystal clear carbonated water,mineral water,"Mineral water, PET, at water factory ",0.710991
carbonated filtered water,carbonated filtered water,water,"Water, deionised {Europe without Switzerland}| market for water, deionised | Cut-off, S - Copied from Ecoinvent",0.755569
tenderloin,tenderloin,pork ham,"Pork ham, raw, at plant",0.61810213
dark meat chicken,dark meat chicken,meat,"Meat, pork, without bone",0.8144965
c12-15 alkyl benzoate,c12-15 alkyl benzoate,npk 15 15 15 with 15 n,"NPK (15-15-15) (with 15% N, 15% P2O5, 15% K2O), at plant (adapted from WFLDB)",0.60837716
fuji apples,fuji apples,apple juice,"Apple juice, industrial production, at plant, NFC, 1L",0.6236249
tetra sodium pyrophosphate,tetra sodium pyrophosphate,sodium chloride,"Sodium chloride, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.81005585
garlic onion powders,garlic onion powders,garlic,"Garlic, consumption mix",0.847944
calcium edta,calcium edta,potassium chloride,"Potassium chloride, as K2O, at plant (adapted from WFLDB)",0.73311585
polysorbate 80,polysorbate 80,npk 15 15 15 with 15 n,"NPK (15-15-15) (with 15% N, 15% P2O5, 15% K2O), at plant (adapted from WFLDB)",0.5228618
vegetable palm fat,vegetable palm fat,vegetable fat margarine type,"Vegetable fat (margarine type), 70% fat, unsalted, at plant",0.81324434
oligosaccharides,oligosaccharides,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.50645715
extractives of annatto turmeric,extractives of annatto turmeric,extraction of corn starch,"Extraction of corn starch, processing",0.63085717
edible shellac,edible shellac,linseed,"Linseed, consumption mix",0.56820434
saib,saib,phosphoric acid with 54 p2o5,"Phosphoric acid (with 54% P2O5), at plant (adapted from WFLDB)",0.3338432
liqueur-wine,liqueur-wine,brandy,"Brandy, consumption mix",0.7692501
black raisins,black raisins,white chocolate,"White chocolate, at plant (adapted from WFLDB)",0.7524275
salad dressing,salad dressing,green salad,"Green salad, peeled, at processing",0.70356214
rice-milk,rice-milk,milk,"Milk, whole, pasteurised, at plant",0.8393864
dioxyde de silicium,dioxyde de silicium,sulfur dioxide,"Sulfur dioxide, liquid {RER}| market for | Cut-off, S - Copied from Ecoinvent",0.4782124
boneless chicken breast,boneless chicken breast,chicken egg,"Chicken egg, raw, without shell, at plant",0.742628
colza,colza,rapeseed,"Rapeseed, organic, stored and transported, at feed plant",0.62097365
premium brewed green tea using filtered water,premium brewed green tea using filtered water,tea,"Tea, dried, consumption mix",0.6609528
dried-fenugreek-leaf,dried-fenugreek-leaf,flaxseed grain dried,"Flaxseed grain dried, stored and transported, processing",0.7068564
black-garlic,black-garlic,black pepper,"Black pepper, conventional, at farm gate",0.8313424
phosphor,phosphor,dummy coating mould,"[Dummy] Coating mould, for dry sausage production, at plant",0.37779307
cysteine,cysteine,glutamate,Glutamate,0.57120705
clarified pineapple,clarified pineapple,pineapple,"Pineapple, peeled, at processing",0.7362681
rice malt,rice malt,rice flour,"Rice flour, at industrial mill",0.78844166
maltodextrin,maltodextrin,fructose,"Fructose, production, at plant",0.6395145
mild-cheddar,mild-cheddar,cheddar cheese,"Cheddar cheese, from cow's milk, at plant",0.7502652
ribwort-plantain,ribwort-plantain,cassava,"Cassava, peeled, at processing",0.5658183
red-seedless-grape,red-seedless-grape,grape,"Grape, full production (phase), integrated, variety mix, Languedoc-Roussillon, at vineyard",0.8288188
espresso,espresso,coffee,"Coffee, freeze dried, at plant",0.7775489
polyglycerol ester of fatty acids,polyglycerol ester of fatty acids,peracetic acid,"Peracetic acid, at plant",0.6667996
malic,malic,phosphoric acid,"Phosphoric acid, industrial grade, without water, in 85% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.59234333
whole-grain-triticale,whole-grain-triticale,durum wheat grain,"Durum wheat grain, at farm (adapted from WFLDB)",0.8090533
kasha,kasha,buckwheat,"Buckwheat, consumption mix",0.5503897
dehydrated-broth,dehydrated-broth,broth,"Broth, stock or bouillon, poultry (reconstituted with water at consumer), at plant",0.8190463
mandarin-juice-from-concentrate,mandarin-juice-from-concentrate,frozen concentrated orange juice,"Frozen concentrated orange juice, consumption mix",0.7352801
hydrogenated cottonseed rapeseed oil,hydrogenated cottonseed rapeseed oil,cottonseed oil,"Cottonseed oil, crude {GLO}| market for | Cut-off, U - Copied from Ecoinvent",0.90852165
apo carotenal,apo carotenal,soy lethicin,"Soy lethicin, at plant",0.3729911
smoked-cooked-lardoons,smoked-cooked-lardoons,cooked ham,"Cooked ham, case ready, at plant",0.71969
battered with water,battered with water,water,"Water, deionised {Europe without Switzerland}| market for water, deionised | Cut-off, S - Copied from Ecoinvent",0.6416566
real sugar,real sugar,sugar,"Sugar, from sugarcane {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.76710194
alginate,alginate,carboxymethyl cellulose,"Carboxymethyl cellulose, powder {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.5897166
natural-cola-flavouring,natural-cola-flavouring,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.61334044
ammonium acid carbonate,ammonium acid carbonate,phosphoric acid,"Phosphoric acid, industrial grade, without water, in 85% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.79342234
naturally essenced,naturally essenced,transformation into freeze dried soluble coffee,"Transformation into freeze-dried soluble coffee, green coffee, per kg product (adapted from WFLDB)",0.35722658
baby chard,baby chard,spinach,"Spinach, peeled, at processing",0.6283485
sprouted whole wheat berries,sprouted whole wheat berries,wheat bran,"Wheat bran, at industrial mill",0.72454715
skim,skim,skimmed milk,"Skimmed milk, pasteurisation, from raw milk to skimmed milk, at 72 degrees Celsius for 30 s., French production mix, at plant, 1 kg of pasteurised milk (PGi)",0.7261323
almond flavor,almond flavor,almond,"Almond, unshelled, at processing",0.81885654
steam pasteurized,steam pasteurized,steam,"Steam, in chemical industry {RER}| market for steam, in chemical industry | Cut-off, S - Copied from Ecoinvent",0.7700305
noix,noix,petit suisse,"Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, from cow milk {RoW}| yogurt production, from cow milk | Cut-off, U - Adapted from Ecoinvent",0.5220138
high fructose corn sweetener,high fructose corn sweetener,fructose,"Fructose, production, at plant",0.81718916
imitation mozzarella cheese,imitation mozzarella cheese,mozzarella cheese,"Mozzarella cheese, from cow's milk, at plant",0.90852094
nisin preparation spice,nisin preparation spice,cooking for fruit coulis,"Cooking for fruit coulis, industrial, 1kg of product in coulis, processing, at plant",0.58423555
natural-rum-flavouring,natural-rum-flavouring,natural gas,"Natural gas, high pressure {Europe without Switzerland}| market group for | Cut-off, S - Copied from Ecoinvent",0.61086553
spices turmeric,spices turmeric,coriander,"Coriander, consumption mix",0.649519
natural-carrot-flavouring,natural-carrot-flavouring,carrot puree,"Carrot puree, reconstituted from a concentrate, at plant",0.657447
great-scallop,great-scallop,scallop,"Scallop, unshelled, at processing",0.73950064
ancho pepper,ancho pepper,pepper,"Pepper, green, peeled, at processing",0.8518066
filtered water sufficient to reconstitute apple,filtered water sufficient to reconstitute apple,tap water glo market group for cut off,"Tap water {GLO}| market group for | Cut-off, S - Copied from Ecoinvent",0.60984826
cukor,cukor,yeasting,"Yeasting, from must, for white wine in a cooperative cellar, by hand, French production mix, at plant, 1 L of must (POUi)",0.34358513
natural beef flavor,natural beef flavor,beef,"Beef, food grade offal, at slaughterhouse (adapted from WFLDB)",0.7023917
kamut khorasan wheat,kamut khorasan wheat,durum wheat,"Durum wheat, semolina, at plant",0.8056911
copper amino acid chelate,copper amino acid chelate,phosphoric acid,"Phosphoric acid, industrial grade, without water, in 85% solution state {GLO}| market for | Cut-off, S - Copied from Ecoinvent",0.7452685
caramel-sauce,caramel-sauce,soy sauce,"Soy sauce, prepacked, at plant",0.81026244
prebrowned in vegetable oil,prebrowned in vegetable oil,combined oil mix of olive oil and seeds oil,"Combined oil (mix of olive oil and seeds oil), at plant",0.7148909
